web-scraper-order,web-scraper-start-url,detail,prix,address,image_liens
"1708631874-33","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=27","","","",""
"1708631874-34","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=27","","","",""
"1708631874-35","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=27","","","",""
"1708631874-36","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=27","","","",""
"1708631879-37","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","215 000 FCFA
                        Appartement à louer RDC 2ch salon cité magistrats cices-foire
                        Sud Foire
                      

                      
                        
                          
						  


 
    775067090","","",""
"1708631879-38","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","200 000 FCFA
                        Appartement à louer aux parcelles assainies unité 8
                        Parcelles assainies
                      

                      
                        
                          
						  


 
    Téléphone
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631879-39","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","215 000 FCFA
                        Appartement 2ch salon cité magistrats cices-foire
                        Dakar
                      

                      
                        
                          
						  


 
    775067090","","",""
"1708631879-40","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","20 000 FCFA
                         Appartement meublé
                        Almadies
                      

                      
                        
                          
						  


 
    Téléphone
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631879-41","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","125 000 FCFA
                        Appartement 
                        Keur Massar
                      

                      
                        
                          
						  


 
    Téléphone
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631879-42","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","125 000 FCFA
                         Appartement f4 neuf, calme et securisé
                        Plateau
                      

                      
                        
                          
						  


 
    Téléphone
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631879-43","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","1 500 000 FCFA
                         Appartements très grand standing aux almadies avec piscine
                        Plateau
                      

                      
                        
                          
						  


 
    Téléphone
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631879-44","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","900 000 FCFA
                         A louer un appartement grand standing
                        Plateau
                      

                      
                        
                          
						  


 
    Téléphone
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631879-45","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","2 000 000 FCFA
                         Appartement a louer en centre ville
                        Plateau
                      

                      
                        
                          
						  


 
    Téléphone
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631879-46","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","200 000 FCFA
                         Almadies - appartement
                        Plateau
                      

                      
                        
                          
						  


 
    Téléphone
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631879-47","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","2 000 000 FCFA
                         Appartement à louer
                        Plateau
                      

                      
                        
                          
						  


 
    Téléphone
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631879-48","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","1 000 000 FCFA
                         Appartement F3 à louer
                        Plateau
                      

                      
                        
                          
						  


 
    Téléphone
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631879-49","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","300 000 FCFA
                        Appartement à Ouakam
                        Plateau
                      

                      
                        
                          
						  


 
    Téléphone
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631879-50","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","50 000 FCFA
                        Appartement meublés aux Almadies
                        Plateau
                      

                      
                        
                          
						  


 
    775049453
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631879-51","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","2 400 000 FCFA
                         Almadies - appartement
                        Plateau
                      

                      
                        
                          
						  


 
    Téléphone
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631879-52","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","470 000 FCFA
                         Appartement à louer au point e
                        Plateau
                      

                      
                        
                          
						  


 
    Téléphone
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631879-53","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","500 000 FCFA
                        Mermoz Appartement A Louer 
                        Plateau
                      

                      
                        
                          
						  


 
    774723946
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631879-54","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","130 000 FCFA
                        Mamelle Appartement & Studio A Louer 
                        Plateau
                      

                      
                        
                          
						  


 
    774723946
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631879-55","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","500 000 FCFA
                        Cité Keur Gorgui Appartement F4 A Louer
                        Plateau
                      

                      
                        
                          
						  


 
    774723946
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631879-56","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","500 000 FCFA
                        Mermoz Appartement F4 A Louer 
                        Plateau
                      

                      
                        
                          
						  


 
    774723946
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631879-57","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","1 200 000 FCFA
                        Almadie Appartement F4 A Louer
                        Plateau
                      

                      
                        
                          
						  


 
    774723946
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631879-58","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","500 000 FCFA
                        Mermoz Appartement F4 A Louer 
                        Plateau
                      

                      
                        
                          
						  


 
    774723946
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631879-59","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","900 000 FCFA
                        DUPLEX  A LOUER
                        Plateau
                      

                      
                        
                          
						  


 
    775036407
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631879-60","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","15 000 FCFA
                        Location chambre
                        Plateau
                      

                      
                        
                          
						  


 
    Téléphone
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631879-61","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","75 000 FCFA
                         Location de bureaux
                        Plateau
                      

                      
                        
                          
						  


 
    Téléphone
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631879-62","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","170 000 FCFA
                        Appartement à  Yoff 
                        Plateau
                      

                      
                        
                          
						  


 
    Téléphone
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631879-63","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","250 000 FCFA
                         Appartement f3 à louer
                        Plateau
                      

                      
                        
                          
						  


 
    Téléphone
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631879-64","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","225 000 FCFA
                         A louer 4 appartements neufs de type f3 à liberté 6
                        Plateau
                      

                      
                        
                          
						  


 
    Téléphone
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631879-65","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","1 000 000 FCFA
                         Appartement spacieux f4 à mermoz
                        Plateau
                      

                      
                        
                          
						  


 
    Téléphone
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631879-66","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","1 700 000 FCFA
                         Appartement à louer
                        Plateau
                      

                      
                        
                          
						  


 
    Téléphone
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631879-67","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","800 000 FCFA
                         Appartement à louer
                        Plateau
                      

                      
                        
                          
						  


 
    Téléphone
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631879-68","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","225 000 FCFA
                         A louer 4 appartements neufs de type f3 à liberté 6
                        Plateau
                      

                      
                        
                          
						  


 
    Téléphone
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631879-69","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","1 200 000 FCFA
                         Duplex à louer
                        Plateau
                      

                      
                        
                          
						  


 
    Téléphone
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631879-70","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","1 300 000 FCFA
                        Villa r+1 à mermoz
                        Plateau
                      

                      
                        
                          
						  


 
    Téléphone
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631879-71","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","1 000 000 FCFA
                         Virage - appartement
                        Plateau
                      

                      
                        
                          
						  


 
    Téléphone
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631879-72","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","100 000 FCFA
                         Villa à ndiakhirate
                        Plateau
                      

                      
                        
                          
						  


 
    Téléphone
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631879-73","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","275 000 FCFA
                         Mamelles - appartement
                        Plateau
                      

                      
                        
                          
						  


 
    Téléphone
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631879-74","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","125 000 FCFA
                        Bel appartement à louer à petit mbao
                        Plateau
                      

                      
                        
                          
						  


 
    Téléphone
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631879-75","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","260 000 FCFA
                        Appartement lumineux à louer
                        Plateau
                      

                      
                        
                          
						  


 
    Téléphone
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631879-76","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","200 000 FCFA
                         Hann maristes - appartement
                        Plateau
                      

                      
                        
                          
						  


 
    Téléphone
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631879-77","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","250 000 FCFA
                        Appartement à louer aux mamelles
                        Plateau
                      

                      
                        
                          
						  


 
    Téléphone
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631879-78","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","120 000 FCFA
                         Hann maristes - appartement, studio
                        Plateau
                      

                      
                        
                          
						  


 
    Téléphone
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631879-79","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","","215 000 FCFA","",""
"1708631879-80","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","","200 000 FCFA","",""
"1708631879-81","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","","215 000 FCFA","",""
"1708631879-82","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","","20 000 FCFA","",""
"1708631879-83","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","","125 000 FCFA","",""
"1708631879-84","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","","125 000 FCFA","",""
"1708631879-85","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","","1 500 000 FCFA","",""
"1708631879-86","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","","900 000 FCFA","",""
"1708631879-87","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","","2 000 000 FCFA","",""
"1708631879-88","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","","200 000 FCFA","",""
"1708631879-89","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","","2 000 000 FCFA","",""
"1708631879-90","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","","1 000 000 FCFA","",""
"1708631879-91","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","","300 000 FCFA","",""
"1708631879-92","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","","50 000 FCFA","",""
"1708631879-93","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","","2 400 000 FCFA","",""
"1708631879-94","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","","470 000 FCFA","",""
"1708631879-95","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","","500 000 FCFA","",""
"1708631879-96","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","","130 000 FCFA","",""
"1708631879-97","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","","500 000 FCFA","",""
"1708631879-98","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","","500 000 FCFA","",""
"1708631879-99","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","","1 200 000 FCFA","",""
"1708631879-100","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","","500 000 FCFA","",""
"1708631879-101","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","","900 000 FCFA","",""
"1708631879-102","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","","15 000 FCFA","",""
"1708631879-103","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","","75 000 FCFA","",""
"1708631879-104","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","","170 000 FCFA","",""
"1708631879-105","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","","250 000 FCFA","",""
"1708631879-106","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","","225 000 FCFA","",""
"1708631879-107","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","","1 000 000 FCFA","",""
"1708631879-108","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","","1 700 000 FCFA","",""
"1708631879-109","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","","800 000 FCFA","",""
"1708631879-110","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","","225 000 FCFA","",""
"1708631879-111","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","","1 200 000 FCFA","",""
"1708631879-112","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","","1 300 000 FCFA","",""
"1708631879-113","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","","1 000 000 FCFA","",""
"1708631879-114","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","","100 000 FCFA","",""
"1708631879-115","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","","275 000 FCFA","",""
"1708631879-116","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","","125 000 FCFA","",""
"1708631879-117","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","","260 000 FCFA","",""
"1708631879-118","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","","200 000 FCFA","",""
"1708631879-119","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","","250 000 FCFA","",""
"1708631879-120","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","","120 000 FCFA","",""
"1708631879-121","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","","","APPARTEMENTS À LOUER",""
"1708631879-122","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","","","",""
"1708631879-123","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","","","",""
"1708631879-124","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","","","",""
"1708631879-125","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","","","",""
"1708631879-126","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","","","",""
"1708631879-127","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","","","",""
"1708631879-128","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","","","",""
"1708631879-129","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","","","",""
"1708631879-130","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","","","",""
"1708631879-131","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","","","",""
"1708631879-132","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","","","",""
"1708631879-133","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","","","",""
"1708631879-134","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","","","",""
"1708631879-135","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","","","",""
"1708631879-136","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","","","",""
"1708631879-137","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","","","",""
"1708631879-138","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","","","",""
"1708631879-139","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","","","",""
"1708631879-140","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","","","",""
"1708631879-141","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","","","",""
"1708631879-142","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","","","",""
"1708631879-143","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","","","",""
"1708631879-144","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","","","",""
"1708631879-145","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","","","",""
"1708631879-146","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","","","",""
"1708631879-147","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","","","",""
"1708631879-148","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","","","",""
"1708631879-149","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","","","",""
"1708631879-150","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","","","",""
"1708631879-151","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","","","",""
"1708631879-152","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","","","",""
"1708631879-153","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","","","",""
"1708631879-154","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","","","",""
"1708631879-155","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","","","",""
"1708631879-156","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","","","",""
"1708631879-157","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","","","",""
"1708631879-158","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","","","",""
"1708631879-159","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","","","",""
"1708631879-160","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","","","",""
"1708631879-161","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","","","",""
"1708631879-162","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","","","",""
"1708631879-163","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","","","",""
"1708631891-164","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=25","275 000 FCFA
                        Location appartement 4 pièces - Maristes
                        Maristes
                      

                      
                        
                          
						  


 
    776514242
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631891-165","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=25","900 000 FCFA
                        Location appartement - Sotrac Mermoz
                        Mermoz
                      

                      
                        
                          
						  


 
    776514242
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631891-166","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=25","300 000 FCFA
                        Location Appartements - Ouakam
                        Ouakam
                      

                      
                        
                          
						  


 
    776514242
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631891-167","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=25","900 000 FCFA
                        Location Appartements -Sotrac Mermoz
                        Mermoz
                      

                      
                        
                          
						  


 
    776514242
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631891-168","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=25","300 000 FCFA
                        Appartement à louer au cité Mbakiyou Faye 
                        Ouakam
                      

                      
                        
                          
						  


 
    776514242
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631891-169","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=25","250 000 FCFA
                        APPARTEMENT A LOUER AU liberté 6
                        Liberté 6
                      

                      
                        
                          
						  


 
    776514242
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631891-170","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=25","600 000 FCFA
                        A louer une belle villa neuve R+2 à Hann Marinas
                        Hann Bel-Air
                      

                      
                        
                          
						  


 
    775594378
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
